emoji,unicode,category,unicodename
👩🏽‍❤️‍💋‍👩🏽,\U0001f469\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fd,emojis & people,---
👩🏽‍❤️‍💋‍👩🏾,\U0001f469\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fe,emojis & people,---
👩🏽‍❤️‍💋‍👩🏿,\U0001f469\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3ff,emojis & people,---
👩🏾‍❤️‍💋‍👩🏻,\U0001f469\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fb,emojis & people,---
👩🏾‍❤️‍💋‍👩🏼,\U0001f469\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fc,emojis & people,---
👩🏾‍❤️‍💋‍👩🏽,\U0001f469\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fd,emojis & people,---
👩🏾‍❤️‍💋‍👩🏾,\U0001f469\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fe,emojis & people,---
👩🏾‍❤️‍💋‍👩🏿,\U0001f469\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3ff,emojis & people,---
👩🏿‍❤️‍💋‍👩🏻,\U0001f469\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fb,emojis & people,---
👩🏿‍❤️‍💋‍👩🏼,\U0001f469\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fc,emojis & people,---
👩🏿‍❤️‍💋‍👩🏽,\U0001f469\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fd,emojis & people,---
👩🏿‍❤️‍💋‍👩🏾,\U0001f469\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3fe,emojis & people,---
👩🏿‍❤️‍💋‍👩🏿,\U0001f469\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469\U0001f3ff,emojis & people,---
💏,\U0001f48f,emojis & people,KISS
💏🏻,\U0001f48f\U0001f3fb,emojis & people,---
🧑🏻‍❤️‍💋‍🧑🏼,\U0001f9d1\U0001f3fb\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fc,emojis & people,---
🧑🏻‍❤️‍💋‍🧑🏽,\U0001f9d1\U0001f3fb\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fd,emojis & people,---
🧑🏻‍❤️‍💋‍🧑🏾,\U0001f9d1\U0001f3fb\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fe,emojis & people,---
🧑🏻‍❤️‍💋‍🧑🏿,\U0001f9d1\U0001f3fb\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3ff,emojis & people,---
🧑🏼‍❤️‍💋‍🧑🏻,\U0001f9d1\U0001f3fc\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fb,emojis & people,---
💏🏼,\U0001f48f\U0001f3fc,emojis & people,---
🧑🏼‍❤️‍💋‍🧑🏽,\U0001f9d1\U0001f3fc\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fd,emojis & people,---
🧑🏼‍❤️‍💋‍🧑🏾,\U0001f9d1\U0001f3fc\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fe,emojis & people,---
🧑🏼‍❤️‍💋‍🧑🏿,\U0001f9d1\U0001f3fc\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3ff,emojis & people,---
🧑🏽‍❤️‍💋‍🧑🏻,\U0001f9d1\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fb,emojis & people,---
🧑🏽‍❤️‍💋‍🧑🏼,\U0001f9d1\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fc,emojis & people,---
💏🏽,\U0001f48f\U0001f3fd,emojis & people,---
🧑🏽‍❤️‍💋‍🧑🏾,\U0001f9d1\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fe,emojis & people,---
🧑🏽‍❤️‍💋‍🧑🏿,\U0001f9d1\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3ff,emojis & people,---
🧑🏾‍❤️‍💋‍🧑🏻,\U0001f9d1\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fb,emojis & people,---
🧑🏾‍❤️‍💋‍🧑🏼,\U0001f9d1\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fc,emojis & people,---
🧑🏾‍❤️‍💋‍🧑🏽,\U0001f9d1\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fd,emojis & people,---
💏🏾,\U0001f48f\U0001f3fe,emojis & people,---
🧑🏾‍❤️‍💋‍🧑🏿,\U0001f9d1\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3ff,emojis & people,---
🧑🏿‍❤️‍💋‍🧑🏻,\U0001f9d1\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fb,emojis & people,---
🧑🏿‍❤️‍💋‍🧑🏼,\U0001f9d1\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fc,emojis & people,---
🧑🏿‍❤️‍💋‍🧑🏽,\U0001f9d1\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fd,emojis & people,---
🧑🏿‍❤️‍💋‍🧑🏾,\U0001f9d1\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f9d1\U0001f3fe,emojis & people,---
💏🏿,\U0001f48f\U0001f3ff,emojis & people,---
👨‍❤️‍💋‍👨,\U0001f468\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468,emojis & people,---
👨🏻‍❤️‍💋‍👨🏻,\U0001f468\U0001f3fb\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fb,emojis & people,---
👨🏻‍❤️‍💋‍👨🏼,\U0001f468\U0001f3fb\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fc,emojis & people,---
👨🏻‍❤️‍💋‍👨🏽,\U0001f468\U0001f3fb\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fd,emojis & people,---
👨🏻‍❤️‍💋‍👨🏾,\U0001f468\U0001f3fb\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fe,emojis & people,---
👨🏻‍❤️‍💋‍👨🏿,\U0001f468\U0001f3fb\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3ff,emojis & people,---
👨🏼‍❤️‍💋‍👨🏻,\U0001f468\U0001f3fc\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fb,emojis & people,---
👨🏼‍❤️‍💋‍👨🏼,\U0001f468\U0001f3fc\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fc,emojis & people,---
👨🏼‍❤️‍💋‍👨🏽,\U0001f468\U0001f3fc\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fd,emojis & people,---
👨🏼‍❤️‍💋‍👨🏾,\U0001f468\U0001f3fc\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fe,emojis & people,---
👨🏼‍❤️‍💋‍👨🏿,\U0001f468\U0001f3fc\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3ff,emojis & people,---
👨🏽‍❤️‍💋‍👨🏻,\U0001f468\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fb,emojis & people,---
👨🏽‍❤️‍💋‍👨🏼,\U0001f468\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fc,emojis & people,---
👨🏽‍❤️‍💋‍👨🏽,\U0001f468\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fd,emojis & people,---
👨🏽‍❤️‍💋‍👨🏾,\U0001f468\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fe,emojis & people,---
👨🏽‍❤️‍💋‍👨🏿,\U0001f468\U0001f3fd\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3ff,emojis & people,---
👨🏾‍❤️‍💋‍👨🏻,\U0001f468\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fb,emojis & people,---
👨🏾‍❤️‍💋‍👨🏼,\U0001f468\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fc,emojis & people,---
👨🏾‍❤️‍💋‍👨🏽,\U0001f468\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fd,emojis & people,---
👨🏾‍❤️‍💋‍👨🏾,\U0001f468\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fe,emojis & people,---
👨🏾‍❤️‍💋‍👨🏿,\U0001f468\U0001f3fe\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3ff,emojis & people,---
👨🏿‍❤️‍💋‍👨🏻,\U0001f468\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fb,emojis & people,---
👨🏿‍❤️‍💋‍👨🏼,\U0001f468\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fc,emojis & people,---
👨🏿‍❤️‍💋‍👨🏽,\U0001f468\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fd,emojis & people,---
👨🏿‍❤️‍💋‍👨🏾,\U0001f468\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3fe,emojis & people,---
👨🏿‍❤️‍💋‍👨🏿,\U0001f468\U0001f3ff\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468\U0001f3ff,emojis & people,---
👨‍👧‍👧,\U0001f468\u200d\U0001f467\u200d\U0001f467,emojis & people,---
🪢,\U0001faa2,emojis & people,KNOT
🧶,\U0001f9f6,emojis & people,BALL OF YARN
🧵,\U0001f9f5,emojis & people,SPOOL OF THREAD
🪡,\U0001faa1,emojis & people,SEWING NEEDLE
🧥,\U0001f9e5,emojis & people,COAT
🥼,\U0001f97c,emojis & people,LAB COAT
🦺,\U0001f9ba,emojis & people,SAFETY VEST
👚,\U0001f45a,emojis & people,WOMANS CLOTHES
👕,\U0001f455,emojis & people,T-SHIRT
👖,\U0001f456,emojis & people,JEANS
🩲,\U0001fa72,emojis & people,BRIEFS
🩳,\U0001fa73,emojis & people,SHORTS
👔,\U0001f454,emojis & people,NECKTIE
👗,\U0001f457,emojis & people,DRESS
👙,\U0001f459,emojis & people,BIKINI
🩱,\U0001fa71,emojis & people,ONE-PIECE SWIMSUIT
👘,\U0001f458,emojis & people,KIMONO
🥻,\U0001f97b,emojis & people,SARI
🩴,\U0001fa74,emojis & people,THONG SANDAL
🥿,\U0001f97f,emojis & people,FLAT SHOE
👠,\U0001f460,emojis & people,HIGH-HEELED SHOE
👡,\U0001f461,emojis & people,WOMANS SANDAL
👢,\U0001f462,emojis & people,WOMANS BOOTS
👞,\U0001f45e,emojis & people,MANS SHOE
👟,\U0001f45f,emojis & people,ATHLETIC SHOE
🥾,\U0001f97e,emojis & people,HIKING BOOT
🧦,\U0001f9e6,emojis & people,SOCKS
🧤,\U0001f9e4,emojis & people,GLOVES
🧣,\U0001f9e3,emojis & people,SCARF
🎩,\U0001f3a9,emojis & people,TOP HAT
🧢,\U0001f9e2,emojis & people,BILLED CAP
👒,\U0001f452,emojis & people,WOMANS HAT
🎓,\U0001f393,emojis & people,GRADUATION CAP
⛑️,\u26d1\ufe0f,emojis & people,---
🪖,\U0001fa96,emojis & people,MILITARY HELMET
👑,\U0001f451,emojis & people,CROWN
💍,\U0001f48d,emojis & people,RING
👝,\U0001f45d,emojis & people,POUCH
👛,\U0001f45b,emojis & people,PURSE
👜,\U0001f45c,emojis & people,HANDBAG
💼,\U0001f4bc,emojis & people,BRIEFCASE
🎒,\U0001f392,emojis & people,SCHOOL SATCHEL
🧳,\U0001f9f3,emojis & people,LUGGAGE
👓,\U0001f453,emojis & people,EYEGLASSES
🕶️,\U0001f576\ufe0f,emojis & people,---
🥽,\U0001f97d,emojis & people,GOGGLES
🌂,\U0001f302,emojis & people,CLOSED UMBRELLA
👨‍👩‍👦,\U0001f468\u200d\U0001f469\u200d\U0001f466,emojis & people,---
👨‍👩‍👧,\U0001f468\u200d\U0001f469\u200d\U0001f467,emojis & people,---
👨‍👩‍👧‍👦,\U0001f468\u200d\U0001f469\u200d\U0001f467\u200d\U0001f466,emojis & people,---
👨‍👩‍👦‍👦,\U0001f468\u200d\U0001f469\u200d\U0001f466\u200d\U0001f466,emojis & people,---
👨‍👩‍👧‍👧,\U0001f468\u200d\U0001f469\u200d\U0001f467\u200d\U0001f467,emojis & people,---
👩‍👩‍👦,\U0001f469\u200d\U0001f469\u200d\U0001f466,emojis & people,---
👩‍👩‍👧,\U0001f469\u200d\U0001f469\u200d\U0001f467,emojis & people,---
👩‍👩‍👧‍👦,\U0001f469\u200d\U0001f469\u200d\U0001f467\u200d\U0001f466,emojis & people,---
👩‍👩‍👦‍👦,\U0001f469\u200d\U0001f469\u200d\U0001f466\u200d\U0001f466,emojis & people,---
👩‍👩‍👧‍👧,\U0001f469\u200d\U0001f469\u200d\U0001f467\u200d\U0001f467,emojis & people,---
👨‍👨‍👦,\U0001f468\u200d\U0001f468\u200d\U0001f466,emojis & people,---
👨‍👨‍👧,\U0001f468\u200d\U0001f468\u200d\U0001f467,emojis & people,---
👨‍👨‍👧‍👦,\U0001f468\u200d\U0001f468\u200d\U0001f467\u200d\U0001f466,emojis & people,---
👨‍👨‍👦‍👦,\U0001f468\u200d\U0001f468\u200d\U0001f466\u200d\U0001f466,emojis & people,---
👨‍👨‍👧‍👧,\U0001f468\u200d\U0001f468\u200d\U0001f467\u200d\U0001f467,emojis & people,---
👩‍👦,\U0001f469\u200d\U0001f466,emojis & people,---
👩‍👧,\U0001f469\u200d\U0001f467,emojis & people,---
👩‍👧‍👦,\U0001f469\u200d\U0001f467\u200d\U0001f466,emojis & people,---
👩‍👦‍👦,\U0001f469\u200d\U0001f466\u200d\U0001f466,emojis & people,---
👩‍👧‍👧,\U0001f469\u200d\U0001f467\u200d\U0001f467,emojis & people,---
👨‍👦,\U0001f468\u200d\U0001f466,emojis & people,---
👨‍👧,\U0001f468\u200d\U0001f467,emojis & people,---
👨‍👧‍👦,\U0001f468\u200d\U0001f467\u200d\U0001f466,emojis & people,---
👨‍👦‍👦,\U0001f468\u200d\U0001f466\u200d\U0001f466,emojis & people,---
🐤,\U0001f424,animals & nature,BABY CHICK
🐣,\U0001f423,animals & nature,HATCHING CHICK
🐥,\U0001f425,animals & nature,FRONT-FACING BABY CHICK
🪿,\U0001fabf,animals & nature,---
🦆,\U0001f986,animals & nature,DUCK
🐦‍⬛,\U0001f426\u200d\u2b1b,animals & nature,---
🦅,\U0001f985,animals & nature,EAGLE
🦉,\U0001f989,animals & nature,OWL
🦇,\U0001f987,animals & nature,BAT
🐺,\U0001f43a,animals & nature,WOLF FACE
🐗,\U0001f417,animals & nature,BOAR
🐴,\U0001f434,animals & nature,HORSE FACE
🦄,\U0001f984,animals & nature,UNICORN FACE
🫎,\U0001face,animals & nature,---
🐝,\U0001f41d,animals & nature,HONEYBEE
🪱,\U0001fab1,animals & nature,WORM
🐛,\U0001f41b,animals & nature,BUG
🦋,\U0001f98b,animals & nature,BUTTERFLY
🐌,\U0001f40c,animals & nature,SNAIL
🐞,\U0001f41e,animals & nature,LADY BEETLE
🐜,\U0001f41c,animals & nature,ANT
🪰,\U0001fab0,animals & nature,FLY
🪲,\U0001fab2,animals & nature,BEETLE
🪳,\U0001fab3,animals & nature,COCKROACH
🦟,\U0001f99f,animals & nature,MOSQUITO
🦗,\U0001f997,animals & nature,CRICKET
🕷️,\U0001f577\ufe0f,animals & nature,---
🕸️,\U0001f578\ufe0f,animals & nature,---
🦂,\U0001f982,animals & nature,SCORPION
🐢,\U0001f422,animals & nature,TURTLE
🐍,\U0001f40d,animals & nature,SNAKE
🦎,\U0001f98e,animals & nature,LIZARD
🦖,\U0001f996,animals & nature,T-REX
🦕,\U0001f995,animals & nature,SAUROPOD
🐙,\U0001f419,animals & nature,OCTOPUS
🦑,\U0001f991,animals & nature,SQUID
🪼,\U0001fabc,animals & nature,---
🦐,\U0001f990,animals & nature,SHRIMP
🦞,\U0001f99e,animals & nature,LOBSTER
🦀,\U0001f980,animals & nature,CRAB
🐡,\U0001f421,animals & nature,BLOWFISH
🐠,\U0001f420,animals & nature,TROPICAL FISH
🐟,\U0001f41f,animals & nature,FISH
🐬,\U0001f42c,animals & nature,DOLPHIN
🐳,\U0001f433,animals & nature,SPOUTING WHALE
🐋,\U0001f40b,animals & nature,WHALE
🦈,\U0001f988,animals & nature,SHARK
🦭,\U0001f9ad,animals & nature,SEAL
🐊,\U0001f40a,animals & nature,CROCODILE
🐅,\U0001f405,animals & nature,TIGER
🐆,\U0001f406,animals & nature,LEOPARD
🦓,\U0001f993,animals & nature,ZEBRA FACE
🦍,\U0001f98d,animals & nature,GORILLA
🦧,\U0001f9a7,animals & nature,ORANGUTAN
🦣,\U0001f9a3,animals & nature,MAMMOTH
🐘,\U0001f418,animals & nature,ELEPHANT
🦛,\U0001f99b,animals & nature,HIPPOPOTAMUS
🦏,\U0001f98f,animals & nature,RHINOCEROS
🐪,\U0001f42a,animals & nature,DROMEDARY CAMEL
🐫,\U0001f42b,animals & nature,BACTRIAN CAMEL
🦒,\U0001f992,animals & nature,GIRAFFE FACE
🦘,\U0001f998,animals & nature,KANGAROO
🦬,\U0001f9ac,animals & nature,BISON
🐃,\U0001f403,animals & nature,WATER BUFFALO
🐂,\U0001f402,animals & nature,OX
🐄,\U0001f404,animals & nature,COW
🫏,\U0001facf,animals & nature,---
🐎,\U0001f40e,animals & nature,HORSE
🐖,\U0001f416,animals & nature,PIG
🐏,\U0001f40f,animals & nature,RAM
🐑,\U0001f411,animals & nature,SHEEP
🦙,\U0001f999,animals & nature,LLAMA
🐐,\U0001f410,animals & nature,GOAT
🦌,\U0001f98c,animals & nature,DEER
🐕,\U0001f415,animals & nature,DOG
🐩,\U0001f429,animals & nature,POODLE
🦮,\U0001f9ae,animals & nature,GUIDE DOG
🐕‍🦺,\U0001f415\u200d\U0001f9ba,animals & nature,---
🐈,\U0001f408,animals & nature,CAT
🐈‍⬛,\U0001f408\u200d\u2b1b,animals & nature,---
🪶,\U0001fab6,animals & nature,FEATHER
🪽,\U0001fabd,animals & nature,---
🐓,\U0001f413,animals & nature,ROOSTER
🦃,\U0001f983,animals & nature,TURKEY
🦤,\U0001f9a4,animals & nature,DODO
🦚,\U0001f99a,animals & nature,PEACOCK
🦜,\U0001f99c,animals & nature,PARROT
🦢,\U0001f9a2,animals & nature,SWAN
🦩,\U0001f9a9,animals & nature,FLAMINGO
🕊️,\U0001f54a\ufe0f,animals & nature,---
🐇,\U0001f407,animals & nature,RABBIT
🦝,\U0001f99d,animals & nature,RACCOON
🦨,\U0001f9a8,animals & nature,SKUNK
🦡,\U0001f9a1,animals & nature,BADGER
🦫,\U0001f9ab,animals & nature,BEAVER
🦦,\U0001f9a6,animals & nature,OTTER
🦥,\U0001f9a5,animals & nature,SLOTH
🐁,\U0001f401,animals & nature,MOUSE
🐀,\U0001f400,animals & nature,RAT
🐿️,\U0001f43f\ufe0f,animals & nature,---
🦔,\U0001f994,animals & nature,HEDGEHOG
🐾,\U0001f43e,animals & nature,PAW PRINTS
🐉,\U0001f409,animals & nature,DRAGON
🐲,\U0001f432,animals & nature,DRAGON FACE
🌵,\U0001f335,animals & nature,CACTUS
🎄,\U0001f384,animals & nature,CHRISTMAS TREE
🌲,\U0001f332,animals & nature,EVERGREEN TREE
🌳,\U0001f333,animals & nature,DECIDUOUS TREE
🌴,\U0001f334,animals & nature,PALM TREE
🪵,\U0001fab5,animals & nature,WOOD
🌱,\U0001f331,animals & nature,SEEDLING
🌿,\U0001f33f,animals & nature,HERB
☘️,\u2618\ufe0f,animals & nature,---
🍀,\U0001f340,animals & nature,FOUR LEAF CLOVER
🎍,\U0001f38d,animals & nature,PINE DECORATION
🪴,\U0001fab4,animals & nature,POTTED PLANT
🎋,\U0001f38b,animals & nature,TANABATA TREE
🍃,\U0001f343,animals & nature,LEAF FLUTTERING IN WIND
🍂,\U0001f342,animals & nature,FALLEN LEAF
🍁,\U0001f341,animals & nature,MAPLE LEAF
🐶,\U0001f436,animals & nature,DOG FACE
🐱,\U0001f431,animals & nature,CAT FACE
🐭,\U0001f42d,animals & nature,MOUSE FACE
🐹,\U0001f439,animals & nature,HAMSTER FACE
🐰,\U0001f430,animals & nature,RABBIT FACE
🦊,\U0001f98a,animals & nature,FOX FACE
🐻,\U0001f43b,animals & nature,BEAR FACE
🐼,\U0001f43c,animals & nature,PANDA FACE
🐻‍❄️,\U0001f43b\u200d\u2744\ufe0f,animals & nature,---
🐨,\U0001f428,animals & nature,KOALA
🐯,\U0001f42f,animals & nature,TIGER FACE
🦁,\U0001f981,animals & nature,LION FACE
🐮,\U0001f42e,animals & nature,COW FACE
🐷,\U0001f437,animals & nature,PIG FACE
🐽,\U0001f43d,animals & nature,PIG NOSE
🐸,\U0001f438,animals & nature,FROG FACE
🐵,\U0001f435,animals & nature,MONKEY FACE
🙈,\U0001f648,animals & nature,SEE-NO-EVIL MONKEY
🙉,\U0001f649,animals & nature,HEAR-NO-EVIL MONKEY
🙊,\U0001f64a,animals & nature,SPEAK-NO-EVIL MONKEY
🐒,\U0001f412,animals & nature,MONKEY
🐔,\U0001f414,animals & nature,CHICKEN
🐧,\U0001f427,animals & nature,PENGUIN
🐦,\U0001f426,animals & nature,BIRD
🪺,\U0001faba,animals & nature,---
🪹,\U0001fab9,animals & nature,---
🍄,\U0001f344,animals & nature,MUSHROOM
🐚,\U0001f41a,animals & nature,SPIRAL SHELL
🪸,\U0001fab8,animals & nature,---
🪨,\U0001faa8,animals & nature,ROCK
🌾,\U0001f33e,animals & nature,EAR OF RICE
💐,\U0001f490,animals & nature,BOUQUET
🌷,\U0001f337,animals & nature,TULIP
🌹,\U0001f339,animals & nature,ROSE
🥀,\U0001f940,animals & nature,WILTED FLOWER
🪻,\U0001fabb,animals & nature,---
🪷,\U0001fab7,animals & nature,---
🌺,\U0001f33a,animals & nature,HIBISCUS
🌸,\U0001f338,animals & nature,CHERRY BLOSSOM
🌼,\U0001f33c,animals & nature,BLOSSOM
🌻,\U0001f33b,animals & nature,SUNFLOWER
🌞,\U0001f31e,animals & nature,SUN WITH FACE
🌝,\U0001f31d,animals & nature,FULL MOON WITH FACE
🌛,\U0001f31b,animals & nature,FIRST QUARTER MOON WITH FACE
🌜,\U0001f31c,animals & nature,LAST QUARTER MOON WITH FACE
🌚,\U0001f31a,animals & nature,NEW MOON WITH FACE
🌕,\U0001f315,animals & nature,FULL MOON SYMBOL
🌖,\U0001f316,animals & nature,WANING GIBBOUS MOON SYMBOL
🌗,\U0001f317,animals & nature,LAST QUARTER MOON SYMBOL
🌘,\U0001f318,animals & nature,WANING CRESCENT MOON SYMBOL
🌑,\U0001f311,animals & nature,NEW MOON SYMBOL
🌒,\U0001f312,animals & nature,WAXING CRESCENT MOON SYMBOL
🌓,\U0001f313,animals & nature,FIRST QUARTER MOON SYMBOL
🌔,\U0001f314,animals & nature,WAXING GIBBOUS MOON SYMBOL
🌙,\U0001f319,animals & nature,CRESCENT MOON
🌎,\U0001f30e,animals & nature,EARTH GLOBE AMERICAS
🌍,\U0001f30d,animals & nature,EARTH GLOBE EUROPE-AFRICA
🌏,\U0001f30f,animals & nature,EARTH GLOBE ASIA-AUSTRALIA
🪐,\U0001fa90,animals & nature,RINGED PLANET
💫,\U0001f4ab,animals & nature,DIZZY SYMBOL
⭐,\u2b50,animals & nature,WHITE MEDIUM STAR
🌟,\U0001f31f,animals & nature,GLOWING STAR
✨,\u2728,animals & nature,SPARKLES
⚡,\u26a1,animals & nature,HIGH VOLTAGE SIGN
☄️,\u2604\ufe0f,animals & nature,---
💥,\U0001f4a5,animals & nature,COLLISION SYMBOL
🔥,\U0001f525,animals & nature,FIRE
🌪️,\U0001f32a\ufe0f,animals & nature,---
🌈,\U0001f308,animals & nature,RAINBOW
☀️,\u2600\ufe0f,animals & nature,---
🌤️,\U0001f324\ufe0f,animals & nature,---
⛅,\u26c5,animals & nature,SUN BEHIND CLOUD
🌥️,\U0001f325\ufe0f,animals & nature,---
☁️,\u2601\ufe0f,animals & nature,---
🌦️,\U0001f326\ufe0f,animals & nature,---
🌧️,\U0001f327\ufe0f,animals & nature,---
⛈️,\u26c8\ufe0f,animals & nature,---
🌩️,\U0001f329\ufe0f,animals & nature,---
🌨️,\U0001f328\ufe0f,animals & nature,---
❄️,\u2744\ufe0f,animals & nature,---
☃️,\u2603\ufe0f,animals & nature,---
⛄,\u26c4,animals & nature,SNOWMAN WITHOUT SNOW
🌬️,\U0001f32c\ufe0f,animals & nature,---
💨,\U0001f4a8,animals & nature,DASH SYMBOL
💧,\U0001f4a7,animals & nature,DROPLET
💦,\U0001f4a6,animals & nature,SPLASHING SWEAT SYMBOL
🫧,\U0001fae7,animals & nature,---
☔,\u2614,animals & nature,UMBRELLA WITH RAIN DROPS
☂️,\u2602\ufe0f,animals & nature,---
🌊,\U0001f30a,animals & nature,WATER WAVE
🌫️,\U0001f32b\ufe0f,animals & nature,---
🍏,\U0001f34f,eat & drink,GREEN APPLE
🍎,\U0001f34e,eat & drink,RED APPLE
🍐,\U0001f350,eat & drink,PEAR
🍊,\U0001f34a,eat & drink,TANGERINE
🍋,\U0001f34b,eat & drink,LEMON
🍌,\U0001f34c,eat & drink,BANANA
🍉,\U0001f349,eat & drink,WATERMELON
🍇,\U0001f347,eat & drink,GRAPES
🍓,\U0001f353,eat & drink,STRAWBERRY
🫐,\U0001fad0,eat & drink,BLUEBERRIES
🍈,\U0001f348,eat & drink,MELON
🍒,\U0001f352,eat & drink,CHERRIES
🍑,\U0001f351,eat & drink,PEACH
🥭,\U0001f96d,eat & drink,MANGO
🍍,\U0001f34d,eat & drink,PINEAPPLE
🥥,\U0001f965,eat & drink,COCONUT
🥝,\U0001f95d,eat & drink,KIWIFRUIT
🍅,\U0001f345,eat & drink,TOMATO
🍆,\U0001f346,eat & drink,AUBERGINE
🥑,\U0001f951,eat & drink,AVOCADO
🫛,\U0001fadb,eat & drink,---
🥦,\U0001f966,eat & drink,BROCCOLI
🥬,\U0001f96c,eat & drink,LEAFY GREEN
🥒,\U0001f952,eat & drink,CUCUMBER
🌶️,\U0001f336\ufe0f,eat & drink,---
